path,r_1,r_1_angles,r_1_nfev
graphs/main/nodes_12/depth_3/580.gml,0.7735739958036827,[-1.78141897 -1.94923793],27
graphs/main/nodes_12/depth_3/581.gml,0.7508796321612172,[-0.83597293  2.39569801],39
graphs/main/nodes_12/depth_3/582.gml,0.6874999999993395,[-0.78540595  1.64487996],30
graphs/main/nodes_12/depth_3/583.gml,0.7917889905476343,[ 1.39415678 -0.36363922],36
graphs/main/nodes_12/depth_3/584.gml,0.7679448218420861,[1.74103902 1.23339271],27
graphs/main/nodes_12/depth_3/585.gml,0.6964074086550187,[-1.77927269  2.50951756],39
graphs/main/nodes_12/depth_3/586.gml,0.7385925066329694,[-1.76203748 -1.92893951],30
graphs/main/nodes_12/depth_3/587.gml,0.774561925579724,[-1.77917964 -0.86418688],33
graphs/main/nodes_12/depth_3/588.gml,0.8427381945380605,[-1.75993474 -0.35298826],42
graphs/main/nodes_12/depth_3/589.gml,0.8198164443583873,[ 1.37912735 -1.98366037],39
graphs/main/nodes_12/depth_3/590.gml,0.7209101352606829,[1.77764653 0.9664129 ],30
graphs/main/nodes_12/depth_3/591.gml,0.7068965511738449,[2.35804472 2.30162666],42
graphs/main/nodes_12/depth_3/592.gml,0.7741935483870951,[-0.78539811  2.40020264],18
graphs/main/nodes_12/depth_3/593.gml,0.7321428571424153,[-0.78540085  1.92961362],30
graphs/main/nodes_12/depth_3/594.gml,0.822970217220141,[-1.76530094 -1.2425252 ],27
graphs/main/nodes_12/depth_3/595.gml,0.8161155407852503,[-1.38908539 -2.76433951],54
graphs/main/nodes_12/depth_3/596.gml,0.8550820545714428,[-1.73891779 -2.83311621],27
graphs/main/nodes_12/depth_3/597.gml,0.707935241859783,[ 1.16733113 -1.94128145],42
graphs/main/nodes_12/depth_3/598.gml,0.7663748229707362,[1.77330029 0.59376294],42
graphs/main/nodes_12/depth_3/599.gml,0.7634732144821098,[ 1.37938521 -1.97684753],48
graphs/main/nodes_12/depth_3/600.gml,0.778378027781748,[ 1.7349788  -1.24281472],54
graphs/main/nodes_12/depth_3/601.gml,0.7986881430020742,[ 1.34923407 -2.41842602],42
graphs/main/nodes_12/depth_3/602.gml,0.7749549493291685,[-1.41888781 -2.84861808],27
graphs/main/nodes_12/depth_3/603.gml,0.8342128134793395,[-2.97689395  2.86893453],63
graphs/main/nodes_12/depth_3/604.gml,0.8445438452645088,[-0.1671299   1.84412242],45
graphs/main/nodes_12/depth_3/605.gml,0.7227755645073485,[-1.38975396 -2.6431985 ],51
graphs/main/nodes_12/depth_3/606.gml,0.7550011114311498,[ 1.81701077 -0.46736095],36
graphs/main/nodes_12/depth_3/607.gml,0.7591191645930117,[ 1.37323195 -1.95726584],45
graphs/main/nodes_12/depth_3/608.gml,0.8304807568914705,[ 2.95375862 -2.84582386],57
graphs/main/nodes_12/depth_3/609.gml,0.7510621522908224,[1.7889258  0.40371123],30
graphs/main/nodes_12/depth_3/610.gml,0.7681072911771007,[ 0.88536827 -0.78647601],45
graphs/main/nodes_12/depth_3/611.gml,0.7818281096850567,[ 1.38058097 -0.38301927],39
graphs/main/nodes_12/depth_3/612.gml,0.8229204831454252,[-1.78200329 -2.38862188],39
graphs/main/nodes_12/depth_3/613.gml,0.7907213833174515,[ 1.36393459 -0.43399209],45
graphs/main/nodes_12/depth_3/614.gml,0.7473859335208302,[1.36669576 1.95720632],30
graphs/main/nodes_12/depth_3/615.gml,0.7762474883580692,[1.345151   2.33705623],36
graphs/main/nodes_12/depth_3/616.gml,0.7938555194714293,[ 0.17643294 -0.28343424],102
graphs/main/nodes_12/depth_3/617.gml,0.6833333333332967,[-0.78539896 -1.85412358],27
graphs/main/nodes_12/depth_3/618.gml,0.760658007921356,[ 1.77698067 -0.69272011],42
graphs/main/nodes_12/depth_3/619.gml,0.7951323909321069,[-1.74914512 -1.23723347],39
graphs/main/nodes_12/depth_3/620.gml,0.7776495366003197,[-1.75037865 -1.96945558],54
graphs/main/nodes_12/depth_3/621.gml,0.7499999995263895,[2.35767673 2.32524137],39
graphs/main/nodes_12/depth_3/622.gml,0.7413793103448266,[-2.35619454 -1.99579773],27
graphs/main/nodes_12/depth_3/623.gml,0.8662343363627905,[-2.96210533  1.28548608],60
graphs/main/nodes_12/depth_3/624.gml,0.877046963587384,[-2.96127362  1.28866999],72
graphs/main/nodes_12/depth_3/625.gml,0.7880609798428934,[-1.74300762 -1.22790547],60
graphs/main/nodes_12/depth_3/626.gml,0.7280189175325548,[1.41974668 2.08035607],30
graphs/main/nodes_12/depth_3/627.gml,0.8155285907248735,[ 1.39469837 -1.18771255],30
graphs/main/nodes_12/depth_3/628.gml,0.8396293525747054,[-0.18842465 -2.84839243],153
graphs/main/nodes_12/depth_3/629.gml,0.7187102297786521,[1.80196674 2.36729766],72
graphs/main/nodes_12/depth_3/630.gml,0.6854317969359732,[ 1.07671947 -0.74754752],30
graphs/main/nodes_12/depth_3/631.gml,0.7166666666653309,[-2.35621687 -1.4701801 ],21
graphs/main/nodes_12/depth_3/632.gml,0.786981339617957,[1.74963188 0.36266202],30
graphs/main/nodes_12/depth_3/633.gml,0.8164830851513089,[1.41233173 1.92926953],21
graphs/main/nodes_12/depth_3/634.gml,0.8097477371420156,[1.75063969 0.32636433],33
graphs/main/nodes_12/depth_3/635.gml,0.7321121705546014,[1.77694629 2.22177309],45
graphs/main/nodes_12/depth_3/636.gml,0.7805578608673863,[1.78693479 2.33542187],36
graphs/main/nodes_12/depth_3/637.gml,0.7447844684082434,[-1.34754422  2.4285895 ],39
graphs/main/nodes_12/depth_3/638.gml,0.7089062254438082,[ 1.99862054 -1.16560353],24
graphs/main/nodes_12/depth_3/639.gml,0.8194369976363822,[2.97737071 0.26381174],75
graphs/main/nodes_12/depth_3/640.gml,0.7962597295727335,[ 1.38477995 -0.37642119],141
graphs/main/nodes_12/depth_3/641.gml,0.8084057141128738,[ 1.46638214 -1.23747062],33
graphs/main/nodes_12/depth_3/642.gml,0.6964285714284398,[-0.78539983 -2.04277234],21
graphs/main/nodes_12/depth_3/643.gml,0.7579722523378183,[ 1.37187447 -0.58182903],81
graphs/main/nodes_12/depth_3/644.gml,0.7407407407394502,[-2.35618896 -1.99838964],18
graphs/main/nodes_12/depth_3/645.gml,0.7291666663864236,[-0.78614794  1.94366199],42
graphs/main/nodes_12/depth_3/646.gml,0.858195474735321,[-0.17038194  0.27801883],39
graphs/main/nodes_12/depth_3/647.gml,0.7532343225014111,[1.36883201 2.2483884 ],30
graphs/main/nodes_12/depth_3/648.gml,0.7037037037036171,[ 0.78539909 -1.28948035],27
graphs/main/nodes_12/depth_3/649.gml,0.7859341392043941,[-1.37206761  1.95082015],36
graphs/main/nodes_12/depth_3/650.gml,0.720807779916881,[1.96028419 2.0192425 ],33
graphs/main/nodes_12/depth_3/651.gml,0.775588215284095,[ 1.37520558 -0.39586966],66
graphs/main/nodes_12/depth_3/652.gml,0.7977247650981358,[-2.94356844 -1.88424146],42
graphs/main/nodes_12/depth_3/653.gml,0.7304594144917792,[-1.78322629 -1.94750888],33
graphs/main/nodes_12/depth_3/654.gml,0.8145358306416288,[1.73084515 0.31323819],39
graphs/main/nodes_12/depth_3/655.gml,0.7338779333543602,[-1.37967207  2.76737886],111
graphs/main/nodes_12/depth_3/656.gml,0.8062032807521257,[-1.72570328 -2.83240327],27
graphs/main/nodes_12/depth_3/657.gml,0.7173913043477442,[2.35619375 0.92608303],36
graphs/main/nodes_12/depth_3/658.gml,0.7724028123743152,[1.76956184 0.88623039],33
graphs/main/nodes_12/depth_3/659.gml,0.7427301858816335,[1.3516658  2.46810564],36
graphs/main/nodes_12/depth_3/660.gml,0.7510186249062748,[1.7644627  1.89885294],30
graphs/main/nodes_12/depth_3/661.gml,0.8375953760974351,[-1.3722006  0.415388 ],90
graphs/main/nodes_12/depth_3/662.gml,0.7489884435230589,[1.78235678 1.18132064],27
graphs/main/nodes_12/depth_3/663.gml,0.8492345985775004,[2.95830635 0.29149832],48
graphs/main/nodes_12/depth_3/664.gml,0.7917309111384939,[-1.37587079  1.9087408 ],39
graphs/main/nodes_12/depth_3/665.gml,0.8326811175936834,[-2.96376481  1.28696318],30
graphs/main/nodes_12/depth_3/666.gml,0.7790721428648932,[ 1.330452  -1.1547205],24
graphs/main/nodes_12/depth_3/667.gml,0.7592592592592445,[ 0.78539762 -1.30399983],30
graphs/main/nodes_12/depth_3/668.gml,0.7866529597606494,[-1.36928191 -0.83142769],36
graphs/main/nodes_12/depth_3/669.gml,0.7194489637127771,[-1.36612091 -2.45560514],33
graphs/main/nodes_12/depth_3/670.gml,0.7656278319825248,[1.78035607 0.6912233 ],48
graphs/main/nodes_12/depth_3/671.gml,0.7730354486685534,[-1.7399321  -2.83123599],27
graphs/main/nodes_12/depth_3/672.gml,0.7849789647836553,[1.36685884 2.5181629 ],45
graphs/main/nodes_12/depth_3/673.gml,0.7341475068008081,[-1.11874015  2.52791081],39
graphs/main/nodes_12/depth_3/674.gml,0.7587259497673458,[-1.32650995  2.30439204],45
graphs/main/nodes_12/depth_3/675.gml,0.7842530022903905,[ 1.37941531 -0.38438894],93
graphs/main/nodes_12/depth_3/676.gml,0.7230235712969502,[2.15506911 1.02338165],42
graphs/main/nodes_12/depth_3/677.gml,0.7407407407407399,[2.35619452 2.84110425],24
graphs/main/nodes_12/depth_3/678.gml,0.7514750908163847,[0.19345948 2.83093496],48
graphs/main/nodes_12/depth_3/679.gml,0.7737371747279593,[-1.76382422 -2.81434148],27
graphs/main/nodes_12/depth_3/680.gml,0.7700825045800193,[ 1.35830443 -1.92759012],39
graphs/main/nodes_12/depth_3/681.gml,0.692307692307691,[2.35619393 3.12702095],21
graphs/main/nodes_12/depth_3/682.gml,0.7541952345793306,[-1.38921557 -0.34844985],144
graphs/main/nodes_12/depth_3/683.gml,0.8141778005229725,[-1.79035516 -0.42535525],57
graphs/main/nodes_12/depth_3/684.gml,0.749265102801246,[-1.80086502 -2.45483884],27
graphs/main/nodes_12/depth_3/685.gml,0.7497119196966109,[-1.33520271  2.43112023],42
graphs/main/nodes_12/depth_3/686.gml,0.7911468133883658,[-1.33011659  2.308807  ],51
graphs/main/nodes_12/depth_3/687.gml,0.7190874645645038,[-1.97034681 -0.39633224],84
graphs/main/nodes_12/depth_3/688.gml,0.8675126887076008,[-2.99709874  1.32586098],42
graphs/main/nodes_12/depth_3/689.gml,0.8124014914085488,[-1.77849616 -1.15309775],45
graphs/main/nodes_12/depth_3/690.gml,0.7147278552078323,[-1.76884241 -1.89715011],42
graphs/main/nodes_12/depth_3/691.gml,0.8558711568191407,[-2.97149608 -0.27423853],87
graphs/main/nodes_12/depth_3/692.gml,0.7176589905914119,[1.77938353 0.83886225],78
graphs/main/nodes_12/depth_3/693.gml,0.7614017722883764,[ 1.37970945 -0.67570412],42
graphs/main/nodes_12/depth_3/694.gml,0.7871695461529226,[ 1.7740306  -0.40602766],33
graphs/main/nodes_12/depth_3/695.gml,0.8327731217877704,[-2.97723228  2.87085534],48
graphs/main/nodes_12/depth_3/696.gml,0.7338065726832267,[1.7347228  0.29621521],24
graphs/main/nodes_12/depth_3/697.gml,0.7543511443906591,[-1.76856311 -2.50607978],42
graphs/main/nodes_12/depth_3/698.gml,0.6489729923712929,[-1.83402772 -2.46100986],30
graphs/main/nodes_12/depth_3/699.gml,0.7432173150620252,[1.78991134 2.1656319 ],39
graphs/main/nodes_12/depth_3/700.gml,0.8184675822517204,[-1.74404845 -1.20419058],93
graphs/main/nodes_12/depth_3/701.gml,0.7214288895344522,[ 1.74175243 -0.55227983],81
graphs/main/nodes_12/depth_3/702.gml,0.7757679324052974,[1.35375859 1.97705325],27
graphs/main/nodes_12/depth_3/703.gml,0.6975605879782604,[-1.34590971 -2.28365857],36
graphs/main/nodes_12/depth_3/704.gml,0.7407370127182927,[-1.1090408   1.72729285],45
graphs/main/nodes_12/depth_3/705.gml,0.7816992872725511,[-1.34855228 -2.4257909 ],51
graphs/main/nodes_12/depth_3/706.gml,0.7694970715055651,[-1.32562906 -2.33952602],30
graphs/main/nodes_12/depth_3/707.gml,0.7790350430711189,[-1.77032533 -1.17577253],66
graphs/main/nodes_12/depth_3/708.gml,0.7330293168606732,[-1.79814041 -0.81308045],45
graphs/main/nodes_12/depth_3/709.gml,0.8421872911092605,[ 1.73469367 -0.28577567],24
graphs/main/nodes_12/depth_3/710.gml,0.749999999999778,[-0.7853952  1.9022077],30
graphs/main/nodes_12/depth_3/711.gml,0.7558036109366061,[ 1.76295629 -0.37003166],30
graphs/main/nodes_12/depth_3/712.gml,0.7770521990163236,[-1.73813217 -2.77710253],27
graphs/main/nodes_12/depth_3/713.gml,0.815500941123251,[-2.9646842  -1.84524333],54
graphs/main/nodes_12/depth_3/714.gml,0.7694030684526736,[ 1.38992333 -1.22493782],33
graphs/main/nodes_12/depth_3/715.gml,0.7675709948294427,[-1.38720048 -1.19083101],36
graphs/main/nodes_12/depth_3/716.gml,0.8240968070775763,[0.18757978 1.26770443],138
graphs/main/nodes_12/depth_3/717.gml,0.7222222219277573,[-2.35485865 -1.9996971 ],30
graphs/main/nodes_12/depth_3/718.gml,0.8118517681326407,[ 2.96149098 -2.85770684],39
graphs/main/nodes_12/depth_3/719.gml,0.7876985907649272,[-1.81101411 -1.12903048],42
graphs/main/nodes_12/depth_3/720.gml,0.7185818503307141,[-1.31460875  1.97618298],36
graphs/main/nodes_12/depth_3/721.gml,0.8350307779327512,[-0.19696845  0.30484084],39
graphs/main/nodes_12/depth_3/722.gml,0.805469496164599,[-1.40503567 -2.14266831],30
graphs/main/nodes_12/depth_3/723.gml,0.8001975286210052,[1.76899678 1.96010002],30
graphs/main/nodes_12/depth_3/724.gml,0.8322379064588666,[-2.96402165 -0.28336412],87
graphs/main/nodes_12/depth_3/725.gml,0.7499999999999611,[-2.35619518 -1.99843678],24
graphs/main/nodes_12/depth_3/726.gml,0.7399999999995545,[-0.7854007   1.93112674],27
graphs/main/nodes_12/depth_3/727.gml,0.7083333333333318,[-2.35619463 -1.46972074],21
graphs/main/nodes_12/depth_3/728.gml,0.8483170199525946,[-1.75919864 -1.93298027],45
graphs/main/nodes_12/depth_3/729.gml,0.8300674092839053,[-1.37611776 -0.42596119],30
graphs/main/nodes_12/depth_3/730.gml,0.7655644312343557,[1.77305178 0.38727697],27
graphs/main/nodes_12/depth_3/731.gml,0.7577253319331763,[1.76171723 1.95352837],39
graphs/main/nodes_12/depth_3/732.gml,0.7413793103447156,[2.35619618 1.99574776],30
graphs/main/nodes_12/depth_3/733.gml,0.8598147832915192,[-2.95554002  1.2797911 ],30
graphs/main/nodes_12/depth_3/734.gml,0.7823152153926471,[-1.73672208 -2.77364285],27
graphs/main/nodes_12/depth_3/735.gml,0.7543269224218383,[1.76335817 1.92441563],27
graphs/main/nodes_12/depth_3/736.gml,0.6943000738619668,[-1.22335955 -0.50875629],45
graphs/main/nodes_12/depth_3/737.gml,0.7977438486105983,[1.76348437 1.90697128],27
graphs/main/nodes_12/depth_3/738.gml,0.6774871863606022,[-1.12683323  1.9785873 ],30
graphs/main/nodes_12/depth_3/739.gml,0.816378374600982,[ 2.9586822 -2.8511718],75
graphs/main/nodes_12/depth_3/740.gml,0.6770981545311963,[ 1.72867982 -0.41881238],45
graphs/main/nodes_12/depth_3/741.gml,0.7269812859153093,[ 1.77773926 -1.24307365],27
graphs/main/nodes_12/depth_3/742.gml,0.7849329245015009,[ 1.37403557 -0.3819639 ],120
graphs/main/nodes_12/depth_3/743.gml,0.7954094107064599,[-1.78075803 -2.01608505],39
graphs/main/nodes_12/depth_3/744.gml,0.869820413995888,[-2.98749958  1.31075028],36
graphs/main/nodes_12/depth_3/745.gml,0.7772577876297854,[1.83505469 0.81014527],48
graphs/main/nodes_12/depth_3/746.gml,0.8090288246921472,[1.76868306 1.12271957],30
graphs/main/nodes_12/depth_3/747.gml,0.8365098147666384,[0.19745067 2.83522249],45
graphs/main/nodes_12/depth_3/748.gml,0.8137841506279219,[1.78376071 0.822722  ],33
graphs/main/nodes_12/depth_3/749.gml,0.8008882476608787,[ 1.41212141 -1.88851115],33
graphs/main/nodes_12/depth_3/750.gml,0.726075665722003,[ 1.81808171 -0.74623167],42
graphs/main/nodes_12/depth_3/751.gml,0.7539749626344482,[-1.81280372 -0.74140142],30
graphs/main/nodes_12/depth_3/752.gml,0.732142857141584,[2.35618947 1.07022006],30
graphs/main/nodes_12/depth_3/753.gml,0.7936671882310152,[-1.3441912  -0.42725264],30
graphs/main/nodes_12/depth_3/754.gml,0.7696167079788603,[1.80153497 0.73734214],33
graphs/main/nodes_12/depth_3/755.gml,0.8168360536690821,[-0.18353606  0.29090439],36
graphs/main/nodes_12/depth_3/756.gml,0.8104011347325596,[-0.17345022 -2.86214829],57
graphs/main/nodes_12/depth_3/757.gml,0.8029189917302755,[-1.38710079  1.94508091],39
graphs/main/nodes_12/depth_3/758.gml,0.8395061025767799,[0.17359696 1.2906244 ],105
graphs/main/nodes_12/depth_3/759.gml,0.7905443410448171,[1.8014157  1.99512056],75
graphs/main/nodes_12/depth_3/760.gml,0.7678571428569628,[2.35619646 2.03953885],48
graphs/main/nodes_12/depth_3/761.gml,0.7343987640794312,[-1.41424054 -2.03907914],36
graphs/main/nodes_12/depth_3/762.gml,0.8000731243979758,[ 1.75794115 -0.39289123],33
graphs/main/nodes_12/depth_3/763.gml,0.7505425504330969,[-1.3494052   2.43680958],39
graphs/main/nodes_12/depth_3/764.gml,0.6916424852558294,[-1.31477616 -2.33744016],51
graphs/main/nodes_12/depth_3/765.gml,0.7848090154622314,[-1.35541221 -2.3167222 ],42
graphs/main/nodes_12/depth_3/766.gml,0.8570598319463624,[-2.93777184  1.25618794],27
graphs/main/nodes_12/depth_3/767.gml,0.8012798765044722,[-1.72787944 -2.79732014],39
graphs/main/nodes_12/depth_3/768.gml,0.8248617309069094,[-2.94603306  1.26682644],30
graphs/main/nodes_12/depth_3/769.gml,0.7413793103447847,[2.35619363 2.79169406],18
graphs/main/nodes_12/depth_3/770.gml,0.8238100779851507,[ 2.95762092 -2.85396358],33
graphs/main/nodes_12/depth_3/771.gml,0.7585733643563063,[1.80279223 0.76265746],30
graphs/main/nodes_12/depth_3/772.gml,0.7178140476726458,[-1.07393081  0.24373219],33
graphs/main/nodes_12/depth_3/773.gml,0.7572045886063498,[1.33689522 2.35087997],42
graphs/main/nodes_12/depth_3/774.gml,0.8201197139842226,[-2.96587755  1.28930191],30
graphs/main/nodes_12/depth_3/775.gml,0.7321428571428508,[-2.35619481 -1.99583609],18
graphs/main/nodes_12/depth_3/776.gml,0.7241379308168945,[2.35703094 2.83290222],27
graphs/main/nodes_12/depth_3/777.gml,0.6896551724136492,[-2.35619315 -1.99790873],18
graphs/main/nodes_12/depth_3/778.gml,0.8086155635713207,[ 0.18237744 -0.29342137],48
graphs/main/nodes_12/depth_3/779.gml,0.7506705737768211,[1.83509258 0.1644655 ],30
graphs/main/nodes_12/depth_3/780.gml,0.7499999999999213,[-2.35619343 -0.86632929],24
graphs/main/nodes_12/depth_3/781.gml,0.8480869927765711,[2.96833857 1.84798251],48
graphs/main/nodes_12/depth_3/782.gml,0.7602147790428043,[-1.75642742 -2.79519834],51
graphs/main/nodes_12/depth_3/783.gml,0.7514545425667183,[ 1.14248912 -2.86057429],33
graphs/main/nodes_12/depth_3/784.gml,0.6896551724137848,[-2.35619491 -1.88342493],21
graphs/main/nodes_12/depth_3/785.gml,0.7842046591103563,[ 1.36909169 -1.98488833],36
graphs/main/nodes_12/depth_3/786.gml,0.7745074165556877,[-1.36532163 -2.03694127],51
graphs/main/nodes_12/depth_3/787.gml,0.7733960311567843,[ 1.75378938 -2.77941712],30
graphs/main/nodes_12/depth_3/788.gml,0.7562836991467732,[1.78451062 2.33245   ],39
graphs/main/nodes_12/depth_3/789.gml,0.7499999999999337,[2.3561917  2.97092417],21
graphs/main/nodes_12/depth_3/790.gml,0.7292679411818049,[1.80604141 0.75305527],30
graphs/main/nodes_12/depth_3/791.gml,0.6914228142304828,[2.05362607 1.9406664 ],27
graphs/main/nodes_12/depth_3/792.gml,0.7254032902638753,[-1.98231827 -0.41385701],57
graphs/main/nodes_12/depth_3/793.gml,0.7505873087385272,[ 1.77523312 -2.77125306],27
graphs/main/nodes_12/depth_3/794.gml,0.7243523714173181,[1.81777995 1.13669882],27
graphs/main/nodes_12/depth_3/795.gml,0.8301188405295459,[-1.39062813 -2.81221597],54
graphs/main/nodes_12/depth_3/796.gml,0.7333333333324928,[-2.35618458 -2.95835393],27
graphs/main/nodes_12/depth_3/797.gml,0.7241379310376187,[ 2.35545013 -0.06875508],39
graphs/main/nodes_12/depth_3/798.gml,0.7388274276599178,[1.79150821 1.97535221],39
graphs/main/nodes_12/depth_3/799.gml,0.7814848897512819,[-1.34422497 -0.71212426],36
graphs/main/nodes_12/depth_3/800.gml,0.7454553052128045,[-1.4212015  -2.53229293],42
graphs/main/nodes_12/depth_3/801.gml,0.679999999999913,[-2.35619313 -1.46858448],21
graphs/main/nodes_12/depth_3/802.gml,0.7307692307692288,[-2.35619437 -1.99784851],18
graphs/main/nodes_12/depth_3/803.gml,0.83136672541802,[-2.96954639  2.85898761],66
graphs/main/nodes_12/depth_3/804.gml,0.7413793103442461,[ 2.35619722 -1.90137847],27
graphs/main/nodes_12/depth_3/805.gml,0.7721086683813378,[-1.75301715 -0.57815859],33
graphs/main/nodes_12/depth_3/806.gml,0.7004179294496213,[2.01534017 1.21719961],27
graphs/main/nodes_12/depth_3/807.gml,0.7389632046477509,[ 1.97522703 -1.04730032],39
graphs/main/nodes_12/depth_3/808.gml,0.8232097446811195,[ 2.92543966 -1.25007964],39
graphs/main/nodes_12/depth_3/809.gml,0.804617982240993,[0.1863928  1.28225026],60
graphs/main/nodes_12/depth_3/810.gml,0.7735679915890505,[-1.3585192 -2.3858793],54
graphs/main/nodes_12/depth_3/811.gml,0.6964285714283387,[-2.35619594 -1.03600996],27
graphs/main/nodes_12/depth_3/812.gml,0.7542126942943077,[1.77618025 1.18585347],30
graphs/main/nodes_12/depth_3/813.gml,0.6785714285714123,[-2.35619387 -1.4671254 ],21
graphs/main/nodes_12/depth_3/814.gml,0.7851891360300904,[-1.80500052 -0.85528153],36
graphs/main/nodes_12/depth_3/815.gml,0.7674079115633209,[1.80507067 0.80160409],30
graphs/main/nodes_12/depth_3/816.gml,0.7980045528071467,[-1.33858486 -0.80996267],30
graphs/main/nodes_12/depth_3/817.gml,0.6863032588554114,[1.76416464 2.27644373],39
graphs/main/nodes_12/depth_3/818.gml,0.8478672040088454,[2.96944015 0.27596295],96
graphs/main/nodes_12/depth_3/819.gml,0.7498939295988053,[-1.73803133 -0.34369552],48
graphs/main/nodes_12/depth_3/820.gml,0.7709552006168384,[-1.38442323 -0.41737227],33
graphs/main/nodes_12/depth_3/821.gml,0.7037037037035155,[-2.35619761 -2.87359406],21
graphs/main/nodes_12/depth_3/822.gml,0.7671111004578615,[-1.80759757 -2.76382393],30
graphs/main/nodes_12/depth_3/823.gml,0.73716558314692,[-1.77921832 -1.19304175],42
graphs/main/nodes_12/depth_3/824.gml,0.7241379305032055,[-2.35278522 -0.88126527],30
graphs/main/nodes_12/depth_3/825.gml,0.7037037037028523,[-2.35620833  0.1236883 ],27
graphs/main/nodes_12/depth_3/826.gml,0.7849319468730351,[-1.36697799 -0.88197409],30
graphs/main/nodes_12/depth_3/827.gml,0.7876364759144264,[ 1.36693288 -2.79124052],27
graphs/main/nodes_12/depth_3/828.gml,0.7829623566395945,[-1.36116443 -0.39889172],27
graphs/main/nodes_12/depth_3/829.gml,0.6607142857142465,[-2.35619402 -2.78957824],27
graphs/main/nodes_12/depth_3/830.gml,0.7800793686105453,[-2.94017053 -0.3066315 ],57
graphs/main/nodes_12/depth_3/831.gml,0.8046581914009383,[-2.94349862  1.26226375],27
graphs/main/nodes_12/depth_3/832.gml,0.7413793103444138,[ 2.35619594 -0.49999742],18
graphs/main/nodes_12/depth_3/833.gml,0.7948601787476568,[-1.75897081 -0.43092629],45
graphs/main/nodes_12/depth_3/834.gml,0.7715922940618627,[-1.78220712 -2.42143062],48
graphs/main/nodes_12/depth_3/835.gml,0.8153225106373752,[-0.18253604  0.28855309],36
graphs/main/nodes_12/depth_3/836.gml,0.7338883324067913,[-1.467992    2.87243116],27
graphs/main/nodes_12/depth_3/837.gml,0.728958544875222,[-1.14654047  0.35950525],69
graphs/main/nodes_12/depth_3/838.gml,0.6666666666655272,[-2.35618946 -1.46676515],21
graphs/main/nodes_12/depth_3/839.gml,0.7754547800208208,[-1.40530831  2.63855722],33
graphs/main/nodes_12/depth_3/840.gml,0.8719585152722757,[-2.97642421  1.30172205],36
graphs/main/nodes_12/depth_3/841.gml,0.8720024765154685,[-2.97679237  1.30254949],33
graphs/main/nodes_12/depth_3/842.gml,0.7724406782527731,[-1.41558655 -0.32310901],30
graphs/main/nodes_12/depth_3/843.gml,0.7525261046322466,[1.7540286  1.93614408],51
graphs/main/nodes_12/depth_3/844.gml,0.7401493714953064,[-1.80957148 -0.80730384],39
graphs/main/nodes_12/depth_3/845.gml,0.7189406109737203,[-1.79283097 -0.6555216 ],60
graphs/main/nodes_12/depth_3/846.gml,0.7485819669938982,[1.77324583 0.64185515],42
graphs/main/nodes_12/depth_3/847.gml,0.7668598408241505,[-1.3583646   2.74348415],27
graphs/main/nodes_12/depth_3/848.gml,0.8493113079235979,[ 2.9797538  -1.30296013],60
graphs/main/nodes_12/depth_3/849.gml,0.7646858737550003,[ 1.37524809 -0.64225688],36
graphs/main/nodes_12/depth_3/850.gml,0.8288291555560426,[ 2.9554003  -2.84849056],36
graphs/main/nodes_12/depth_3/851.gml,0.7993973451094225,[-0.17597838  0.27947263],45
graphs/main/nodes_12/depth_3/852.gml,0.7928504658104399,[-2.9656366   1.28835352],30
graphs/main/nodes_12/depth_3/853.gml,0.8475737522107322,[-2.95904717  2.85189794],81
graphs/main/nodes_12/depth_3/854.gml,0.6942950386677113,[-2.25938002 -0.67066528],30
graphs/main/nodes_12/depth_3/855.gml,0.7664616335392578,[-1.7861561  -0.80787106],63
graphs/main/nodes_12/depth_3/856.gml,0.8248961236942011,[-2.96260384  1.28299191],30
graphs/main/nodes_12/depth_3/857.gml,0.725806451612897,[-2.35619407 -1.10135029],15
graphs/main/nodes_12/depth_3/858.gml,0.8463741745248095,[-2.9730759   1.29383732],30
graphs/main/nodes_12/depth_3/859.gml,0.7987471354566349,[-1.78882396 -1.12019839],42
graphs/main/nodes_12/depth_3/860.gml,0.8115103178298585,[ 1.75719121 -1.14802059],42
graphs/main/nodes_12/depth_3/861.gml,0.7814686609925391,[-1.36773086  2.71642194],30
graphs/main/nodes_12/depth_3/862.gml,0.8258118232992367,[ 1.77612992 -2.44474848],30
graphs/main/nodes_12/depth_3/863.gml,0.7484391269242723,[ 1.34530016 -2.67689072],27
graphs/main/nodes_12/depth_3/864.gml,0.8050374952032241,[-0.17991342  0.28751056],36
graphs/main/nodes_12/depth_3/865.gml,0.7144702649200998,[ 1.16617884 -2.82185225],42
graphs/main/nodes_12/depth_3/866.gml,0.7666666666666707,[2.35619445 2.2642077 ],42
graphs/main/nodes_12/depth_3/867.gml,0.8047446493589752,[-1.75525577 -2.7287222 ],51
graphs/main/nodes_12/depth_3/868.gml,0.8176289793608085,[-0.18003601  0.2784918 ],48
graphs/main/nodes_12/depth_3/869.gml,0.7828861328763987,[ 1.75396446 -1.9202529 ],84
graphs/main/nodes_12/depth_3/870.gml,0.8142411410446496,[ 1.34537457 -1.94204096],24
graphs/main/nodes_12/depth_3/871.gml,0.7610480045560623,[-1.97233305  2.67398186],33
graphs/main/nodes_12/depth_3/872.gml,0.7889322754606483,[-2.96510026  1.28174792],30
